artist_id,artist_active_year_begin,artist_associated_labels,artist_contact,artist_favorites,artist_handle,artist_members,artist_name,artist_website
16285,,,,6,Open_Work_Stocking,,Open Work Stocking,
16286,2010.0,,,1,Bohorquez-Balogh_Project,"Ernesto Bohorquez- Noise

Jared C. Balogh- Drums",Bohorquez-Balogh Project,http://www.alteredstateofmine.net
16287,,,band,0,Gun_Outfit,"Reuben Storey, Dylan Sharp, Carrie Keith",Gun Outfit,http://www.postpresentmedium.com/
16288,,,,1,Insect_Ark,Dana Schecter,Insect Ark,http://insectark.com/
16290,,,,0,Kiko_C_Esseiva,,Kiko C. Esseiva,
16291,,,,7,Control_Alt_Deus,,Control Alt Deus,http://controlaltdeus.bandcamp.com/
16292,,,,1,Kayaka,,Kayaka,http://www.kayakaofpighole.blogspot.com/
16293,,,,1,BLK_TAG,JS Adams (BLK w/BEAR) and Chris Videll (Tag Cloud) ,BLK TAG,http://zeromoon.com/artists/blk-tag/
16294,,,,1,TL0741,Pat Gillis,TL0741,http://www.hc3music.com/TL0741/tl0index.htm
16295,,,,3,Pavkashavet_bantut,"Balm Bo (Бальзам Бо)
Sergei Hyperborean (Сергей Гиперборейский)
Shshsh (Шшш)",Павкашавет бантут,https://vk.com/public57007753
16296,,,,0,ASTMA_and_Els_Vandeweyer,,ASTMA and Els Vandeweyer,
16297,,,,2,Punktieren,,Punktieren,
16298,,,,60,Spiedkiks,Chris Stark & Andi Möller,Spiedkiks,https://www.spiedkiks.com
163,1994.0,Heresee,,19,Nautical_Almanac,"Twig Harper
Carly Ptak",Nautical Almanac,http://www.heresee.com/nauticallink.htm
16303,1994.0,,Nicolás Spencer,2,TRema,"Mirko Petrovich
Memo Dumay
Manuel Orellana.
José Miguel trujillo
Javier Marín
Iván Tomasevic
Francisco Oltra.
Francisco Naranjo
Elia Buletti
Daniela Sabrovsky
Carlos Arenas
Nicolás Spencer
et cœtera ...",TRema,http://www.nicolasspencer.cl/d%28-_-%29b.html
16304,,,,0,Total_Reboot,,Total Reboot,
16305,,,,0,Oskar_Schuster_ft_Possimiste,,Oskar Schuster ft. Possimiste,
16307,,,,6,FIGURATIVE_THEATRE,"Katarina Živanović - computing and live sampling, performance art
Peđa Živanović - vocal, computing, performance art
Vladimir Popović - keyboards, guitars and production ",FIGURATIVE THEATRE,http://blackplanetrecords.bandcamp.com
16308,,,,3,VELIBOR_NIKOLI,,VELIBOR NIKOLIĆ,
16309,,,,0,BITIPATIBI,,BITIPATIBI,
1631,,,,0,Unihabitable_Mansions,,Unihabitable Mansions,
16310,,,,5,THERE,,THERE.,
16311,,,,0,MONAMIE,,MONAMIE,
16312,,,,0,GARDANEL_feat_MARKIZA,,GARDANEL feat. MARKIZA,
16313,,,,0,PAYDO_KOMMA,,PAYDO KOMMA,
16314,,,,0,THE_GOD,,THE GOD,
16315,,,,0,KLEIMOR,,KLEIMOR,
16316,,,,0,MIZAR,,MIZAR,
16317,,,,0,KATABAZIJA,,KATABAZIJA,
16318,,,,0,NEBO_JE_CRVENO,,NEBO JE CRVENO,
16319,,,,0,FANTODROM,,FANTODROM,
16320,,,,0,ZARTZINFECT,,ZARTZINFECT,
16321,,,,0,THIRD_I,,THIRD I,
16322,,,,0,ATOMOUTPUT,,ATOM/OUTPUT,
16323,,,,0,I_AM_KIWI_EAT_ME,,I AM KIWI EAT ME,
16324,,,,0,Xiqhhyiecryn,,Xiqhhyiecryn,
16325,,,,3,maD__Alg0rh1tm,,maD & Alg0rh1tm,
16326,,,,0,DISORB,,DISORB,
16327,,,,1,NATI,,NATI,
16328,,,,0,VAMONOFONIK,,V/AMONOFONIK,
16329,,,,0,COCO_SCHWAB,,COCO SCHWAB,
1633,,,,1,Wildildife,,Wildildife,
16330,,,,0,CROCODILE_TEARS_ft_G,,CROCODILE TEARS ft. G,
16331,2012.0,,,2,_1654,Živko Kondić,Ж.,http://zhille.tumblr.com/
16334,,,,0,Davorin_Pavlovi__Kristina_Pavlovi_1696,,Davorin Pavlović / Kristina Pavlović,
16336,,,,0,Feels,,Feels,WWW.FORGETFEELS.INFO
16337,,,,0,The_Rice_Cakes,,The Rice Cakes,
16339,,,,0,Mr_N0B0DY,,Mr N0B0DY,
16340,,,,1,CROCODILE_TEARS,,CROCODILE TEARS,
16341,,,,1,G,"Olja Wagner vocals, lyrics
Eva Dinić bass
Mladen Stojanović guitars
Miloš Stojanović drums
",G.,
16342,,,,0,NIKOLA_NEIT,,NIKOLA NEŽIT,
16343,,,,0,MOTHER_BETH_VS_BLONDIE,,MOTHER BETH VS. BLONDIE,
16344,,,,0,KONEYN,,KONEYN,
16345,,,,0,PLAVO_TKIVO,,PLAVO TKIVO,
16349,,,,0,OSTOJA,,OSTOJA,
1635,2006.0,,Benjamin Schurr,1,Brer,"Benjamin Schurr
Darian Scatton
Roger Martinez
Gabby Smith",Br'er,http://www.fullgrownman.com
16350,,,,0,MAKE_IT_LAST,,MAKE IT LAST,
16351,,,,0,Vladimir_Popovi_feat_Janko_Dambas,,Vladimir Popović feat. Janko Džambas,
16352,,,,0,maD,,maD,
16353,,,,0,dreDDup,,dreDDup,
16354,,,,0,alg0rh1tm,,alg0rh1tm,
16355,,,,0,CROCODILE_TEARS_feat_LEBDI,,CROCODILE TEARS feat. LEBDI,
16356,,,,1,mairack_and_player2,,mairack and player2,
16360,,,,0,Fluid_Underground_feat_Vladimir_Popovi,,Fluid Underground feat. Vladimir Popović,
16361,,,,1,Tearpalm_vs_Crocodile_Tears,,Tearpalm vs. Crocodile Tears,
16362,,,,7,Fierbinteanu,"Cristian Fierbinteanu, Gabriela Fierbinteanu",Fierbinteanu,fierbinteanu.com
16363,,,,1,Magic_Man,,Magic Man,
16364,,,,0,Huge_Face,,Huge Face,
16365,,,,0,Ravi_Shavi,,Ravi Shavi,
16366,,,,0,Whore_Paint,,Whore Paint,
16367,,,,0,Pure_Country_Gold,"Patrick Foss (Singer/guitarist), Jake Welliver (drums)",Pure Country Gold,http://www.myspace.com/purecountrygold/
16368,,,,0,Fucking_Invincible,,Fucking Invincible,
16370,,,,0,Boo_City,,Boo City,
16372,,,,0,Detroit_Rebellion,,Detroit Rebellion,
16374,,,,0,The_Kolour_Kult,,The Kolour Kult,
16375,,,,2,Math_the_Band,,Math the Band,
16376,,,,1,Downtown_Boys,,Downtown Boys,http://downtownboys.bandcamp.com/
16377,,,,0,White_Load,,White Load,
16378,,,,0,Howse,,Howse,
16380,,,,1,Face_The_Music,"Over 120 teens and pre-teens from over 40 elementary, middle, and high schools from across the New York City area. ",Face The Music,http://www.kaufmanmusiccenter.org/mch/series/face-the-music
16381,,,,1,Wax_Idols,"HETHER FORTUNE, JENNIFER ""BLUE"" MUNDY, AMY ROSENOFF, RACHEL ""THE SAVIOR"" TRAVERS",Wax Idols,http://waxidols.tumblr.com/
16382,,,,1,Les_Momies_de_Palerme,"Xarah Dion
Marie Davidson",Les Momies de Palerme,http://lesmomiesdepalerme.com/
16385,,,,0,Mr_Wilfred,,Mr. Wilfred,
16386,,,,0,Who_Ha,,Who Ha,
16387,,,,1,The_Humberts,,The Humberts,
16388,,,,0,VET,,VET,
1639,,,Matt,3,Matt_Sekel,Matt Sekel,Matt Sekel,http://www.mattsekel.com/
16393,,,,1,NOFP,,NOFP,
16394,,,,1,Konstantin_Elfimov,,Konstantin Elfimov,
16396,,,,0,letterfounder___slow_bodega,,letterfounder   slow bodega,
16398,,,,0,Stress_Waves,,Stress Waves,
16399,,,,1,Fatti_Frances,Raquel Solier,Fatti Frances,www.fattifrances.com
164,,,Jesse,2,I_Am_the_Liquor,"amanda warzone-throat
jesse-drums
max-bass
billy-guitar",I Am the Liquor,http://www.myspace.com/iamtheliquor
1640,2004.0,,,7,Mittimus,"Matt Sekel 
Mike Yarrish
and occasional special guests Nix Pickler of Hat City Intuitive & David Gervasi",Mittimus,http://www.mittimus.com
16402,,,,0,Maan,"Simon Marius
Tim Depraetere",Maan,
16403,2002.0,,,0,clan-group_Twin_Peaks,"Konstantin Kirpu-voice,guitars,lyrics, music;
Egor Tihonov-bass;
Denis Terehov-drumms.","Клан-группа ""Твин Пикс""",http://vk.com/club3279572
16404,,,,1,Paul_Abbott,,Paul Abbott,http://www.paulabbott.net
16405,,,,1,Jennifer_Allum,,Jennifer Allum,http://www.jenniferallum.info
16406,2013.0,UgExplode,Joe Merolla,0,Sandy_Ewen__Joe_Merolla,"Sandy Ewen - guitar & objects
Joe Merolla - cello ",Sandy Ewen & Joe Merolla,
16408,,,,1,Hapbt,,Hapbt,https://soundcloud.com/hapbt
16409,,,,0,11_Elements,,11_Elements,
16410,,,,0,11-PARAL-LEL,,11-PARAL-LEL,
16411,,,,0,12-PARAL-LEL,,12-PARAL-LEL,
16412,,,,0,13-PARAL-LEL,"Hopek Quirin, Jaan Patterson, Kris Limbach",13-PARAL-LEL,
16413,,,,0,Alexei_Borisov_Olga_Nosova_and_Jelena_Glazova,,"Alexei Borisov, Olga Nosova and Jelena Glazova",
16414,,,,0,Ampersand_and_Anthony_Donovan,,Ampersand and Anthony Donovan,
16415,,,,0,Amphibolous,,Amphibolous,
16416,,,,0,Anna_Homler__Sylvia_Hallett,,Anna Homler & Sylvia Hallett,
16417,,,,0,Anthony_Donovan_and_Anton_Mobin,,Anthony Donovan and Anton Mobin,
16418,,,,0,Arthur_Bull_Daniel_Heikalo,,Arthur Bull Daniel Heikalo,
16419,,,,0,Guy_Barash__Daniel_Davidovsky,,Guy Barash & Daniel Davidovsky,
16420,,,,0,Bruno_Guastalla_and_Dominic_Lash,,Bruno Guastalla and Dominic Lash,
16421,,,,0,Brzytwa_Marraffa_Guerri_Guazzaloca,,Brzytwa Marraffa Guerri Guazzaloca,
16422,,,,0,Campo_de_inducciones,,Campo de inducciones,
16423,,,,0,Cathy_Heyden_and_Erik_Minkkinen,,Cathy Heyden and Erik Minkkinen,
16424,,,,0,Cathy_Heyden_and_Maxime_Manach,,Cathy Heyden and Maxime Manac'h,
16425,,,,0,Chris_Lynn_and_Una_Lee,,Chris Lynn and Una Lee,
16426,,,,0,Damien_Bowskill_and_Paul_Hession,,Damien Bowskill and Paul Hession,
16427,,,,0,David_Birchall,,David Birchall,
16428,,,,1,Destroyevsky,,Destroyevsky,
16429,,,,1,Geoff_Leigh_and_Mark_Hewins,,Geoff Leigh and Mark Hewins,
16430,,,,1,GX-Jupitter-Larsen,,GX Jupitter-Larsen,
16431,,,,0,Harmiklot,,Harmiklot,
16432,,,,0,Hopek_Quirin_and_Ayato,,Hopek Quirin and Ayato,
16433,,,,0,Jaan_Patterson_and_Anthony_Donovan,,Jaan Patterson and Anthony Donovan,
16434,,,,0,Jaan_Patterson__Zaro_Ostrich_Lunch,Reverend Schizophyllium Commune,Jaan Patterson & Zaro Ostrich Lunch,
16435,,,,1,Jaras_Ramunas,,Jaras Ramunas,
16436,,,,2,John_316_and_Philippe_Petit,,John 316 and Philippe Petit,
16437,,,,0,Lord_Havoc,,Lord Havoc,
16439,,,,0,Michael_Vick,,Michael Vick,
16440,,,,0,Pedro_Duarte_and_Wilhelm_Matthies,,Pedro Duarte and Wilhelm Matthies,
16441,,,,0,Pelayo-Arrizabalaga_Eli-Gras,,Pelayo-Arrizabalaga_Eli-Gras,
16442,,,,1,Phil_Lucking,,Phil Lucking,
16443,,,,0,SALAMAND,,SALAMAND,
16444,,,,1,Seicho_suru_kigi,,Seicho suru kigi,
16445,,,,0,Shane_Morris,,Shane Morris,
16446,,,,0,SIFIR,,SIFIR,
16447,,,,0,Sighell,,Sighell,
16448,,,,0,t0rphy,,t0rphy,
16449,,,,0,The_Sevens_Collective,,The Sevens Collective,
16450,,,,0,Tomas_Tello,,Tomás Tello,
16451,,,,0,Wayne_Maosn,,Wayne Mason,
16452,,,,0,Zaman_Cheh,,Zaman Cheh,
16453,,,,3,Xalm_Retribution,,Xalm Retribution,
16456,2008.0,,stefan,8,Bicikl,"Harbor Tėvas - synths, drum machines, Ableton, zurna, recorder flute, shaker, ac. guitar, zither
Vyraš Karūnos - ac. guitar, didjeridu, vocals, accordion, udu, field recordings, jew's harp, darbouka, accordion, no input mixer, blues harp, Casio SK-10
Jisišgirdo Rūpinasi - el. guitar, back vocals
Arbaman Kažką - saz, bass guitar
Kalva Linksmai - violin, Roland SH-2000
Aukso Przemożny - dhol drum, tom-toms, cymbals
Vilkas Kritoūskas - clarinet",BICIKL,
16459,,,,0,Art_of_Failure,"Nicolas Maigret, Nicolas Montgermont",Art of Failure,http://artoffailure.free.fr/
16460,,,,0,Gregory_Chatonsky,,Gregory Chatonsky,http://chatonsky.net/
16461,,,,1,Imaginary_Forces,Anthoney J. Hart,Imaginary Forces,http://www.entropyandenergy.com/
16465,,,,8,Lhomme_Manete,,L'homme Manete,http://www.myspace.com/gaylinksarenotavailable
16467,2013.0,,,0,Old_Shapes_Jerry_Lim__Evan_Rapport,"JERRY LIM - ELECTRIC GUITAR & KAYAGUM
EVAN RAPPORT - SOPRANO SAXOPHONE AND PIANO",Old Shapes (Jerry Lim + Evan Rapport),
16468,,,,1,Steve_Hilmy,,Steve Hilmy,
1647,2003.0,"Carpark, Wildfire Wildfire, Psych-o-path, Standard Oil Records",Dan Deacon,45,Dan_Deacon,Dan Deacon,Dan Deacon,http://www.dandeacon.com/
16470,,,,0,Orange_Peels,"Allen Clapp - lead vocals, guitar, keyboards; Jill Pries - bass; John Moremen - lead guitar, vocals; Gabriel Coan - drums",Orange Peels,http://www.theorangepeels.com/
16471,2013.0,,,1,Survival,,Survival,http://alexanderheir.tumblr.com/
16472,,,,2,Chuck_Johnson,,Chuck Johnson,http://www.chuckjohnson.net
16473,,,,2,Wild_Leaves,"Adam Lytle
Brett Banks
Cole Emoff
Genevieve Rainsberger
Joey Deady",Wild Leaves,http://www.wearewildleaves.com/
16474,,,,0,Bernard_L_Stephens,,Bernard L. Stephens,
16475,,,,0,Augustus_Bro,,Augustus Bro,
16476,,,,1,Backwards,,Backwards,https://soundcloud.com/daddy-tank-records/backwards-quick-me-the-grease
16477,,,,0,As_Seen_on_TV__JWSLRDaisuke,,As Seen on TV + JWSLRDaisuke,
16478,,,,0,Victor_BlackCat,,Victor BlackCat,
16479,,,,0,12_Kaputt_Kurzwellen,,1/2 Kaputt Kurzwellen,
16480,,,,0,BBKK,,BB=KK,
16481,,,,0,Ian_Sutherland,,Ian Sutherland,https://www.facebook.com/dyingproof
16482,,,,0,volcano_radar,"julia miller – sitar guitar, MIDI guitar
elbio barilari – electric guitar
harrison bankhead – double bass, 6 str. electric bass
avreeayl ra – drumset",volcano radar,http://www.volcanoradar.com/
16483,,,,0,The_Vanities,,The Vanities,
16484,,,,4,dOISsEMIcIRCUITOSiNVERTIDOS,,dOISsEMIcIRCUITOSiNVERTIDOS,https://www.facebook.com/duassemicolcheiasinvertidas
16486,,,,0,NetworkRM_Keller,,Network/R.M. Keller,
16487,,,,2,Beex,,Beex,
16488,,,,0,Baby_Gherkin,,Baby Gherkin,
16489,,,,1,Deke_Naptar,,Deke Naptar,
16490,,,,0,Baby_Gherkin__Bomis_Prendin,,Baby Gherkin & Bomis Prendin,
16491,,,,0,Deke_Naptar__the_NY_Dux,,Deke Naptar & the N.Y. Dux,
16492,,,,0,Jeff_Stone,,Jeff Stone,
16493,,,,0,The_Fabulous_Daturas,,The Fabulous Daturas,
16494,,,,0,Larry_Powers__the_NY_Dux,,Larry Powers & the N.Y. Dux,
16495,,,,0,NY_Dux,,N.Y. Dux,
16496,,,,0,Beatnik_Worship,,Beatnik Worship,
16499,,,,1,Jorge_Antunes,,Jorge Antunes,
165,,,,5,Ian_Nagoski,,Ian Nagoski,http://www.thetruevinerecordshop.com/www/ian%20nagoski%20fake%20jazz%20interview%20info.htm
16501,,,,0,Johannes_Welsch,,Johannes Welsch,
16502,,,,0,Kristin_Norderval,,Kristin Norderval,www.norderval.org
16504,,,,0,Career_Suicide,"Jonah Falco - Guitar
Matt Miller - Bass
Dave Brown - Drums
Martin Farkas - Vocals",Career Suicide,https://www.facebook.com/careersuicidehc
16506,,,,1,Josu_O_Salvador,,"Josué, O Salvador",
16507,,,,1,Profan,,Profan,
16508,,,,1,Damian_Taveira__Juan_Angel_Italiano,"Damián Taveira, Juan Angel Italiano",Damian Taveira & Juan Angel Italiano,http://surrism.phonoethics.com/release/damian-taveira-juan-angel-italiano-en-la-cuna-de-la-palabra
16510,,,,0,Enzo_Minarelli,,Enzo Minarelli,http://www.3vitre.it
16512,2012.0,,,3,Radio_421,,Radio 421,
16513,,,,0,Trigger_Wind_Trio,"Chris Heenan: contrabass clarinet
Matthias Müller: trombone
Nils Ostendorf: trumpet",Trigger (Wind Trio),http://www.insubordinations.net/releasescd05.html
16514,,,,1,Juan_Wauters,"Juan Wauters
Carmelle Safdie
Matt Volz",Juan Wauters,http://juanwauters.bandcamp.com/
16515,,,,1,Telesthesia,"Ryan Converse
Mindy Stock",Telesthesia,http://telesthesia.bandcamp.com/
16521,,,,1,Pk_jazz_collective__Pavkashavet_Bantut,"Korotin Vyacheslav
Sergei Hyperborean",Pk jazz collective & Pavkashavet Bantut,
16522,,,,2,Natalia_Skvortsova,"Natalia Skvortsova: piano
Dmitri Mospan: tenor saxophone
Peter Talalai: drums
Pavel Protasov: contrabass
Anton Konchakov: clarinet, bass-clarinet",Natalia Skvortsova,http://archive.org/details/top.12
16524,,,,1,ADVAETA,,ADVAETA,http://advaeta.blogspot.com/
16525,2011.0,,band email,1,Sweet_Talk,"STEPHEN SVACINA
HARPAL ASSI
MITCH FRAIZER
MARLEY JONES",Sweet Talk,http://www.sweettalkaustin.com/
16526,,,,1,Star_Rover,"Will Graefe (Guitar, Voice)
Jeremy Gustin (Drums, Voice)",Star Rover,https://www.facebook.com/pages/Star-Rover/151713221585824
16527,,,,1,Seaven_Teares,"Charlie Looker (singer/songwriter), Amirtha Kidambi (experimental vocalist), Robbie Lee (woodwinds, guitars and synth), Russell Greenberg (percussionist)",Seaven Teares,http://northernspyrecords.com/artist/seaven-teares/
16528,,,,1,Low_Fat_Getting_High,"Artie Tan - Bass, Kaleen Reading - Drums, Michael P Sincavage -Vocals",Low Fat Getting High,http://www.lowfatgettinghigh.com/
16529,,,,0,White_Noise,,White Noise,http://members.shaw.ca/happypuppyrecords/index.html
16530,,,,1,Rafael_Gonzlez,,Rafael González,https://www.facebook.com/rafael.gonzalez.104
16531,,,,0,Edgar_Valcrcel,,Edgar Valcárcel,
16532,,,,2,Teatro_Grotesco,,Teatro Grotesco,
16533,,,,1,midnightradio11,,midnightradio11,http://www.eisenlager.com
16534,,,,8,Aktivehate,,Aktivehate,http://www.aktivehate.com/
16535,,,,1,Darkslider,Mark Sheddan,Darkslider,https://www.facebook.com/DarksliderMusic
16536,,,,3,COW,"Christie Howes, Andrew Howes",COW,http://surrism.phonoethics.com/release/cow-animal-salad/
16537,,,,0,The_Woolies,,The Woolies,
16538,,,,2,Houston_Person,,Houston Person,
1654,2006.0,"Constellation Records, DiChristina Stairbuilders",Carla,5,Carla_Bozulichs_Evangelista,"Carla Bozulich - vocals/guitar
Dominic Cramp - organ/samples
Tara ""Weaponz"" Barnes - bass/vocals",Carla Bozulich's Evangelista,http://www.carlabozulich.com/
16540,,,,1,Marilyn_Keller,,Marilyn Keller,
16542,,,,0,Rupert_Blaise,,Rupert Blaise,
16543,,,,0,Ernie_Carson,,Ernie Carson,
16544,,,,0,Say_Uncle,,Say Uncle,
16545,,,,0,Big_Jack_Johns,,Big Jack Johns,
16546,,,,0,Quartet_Barbette,,Quartet Barbette,
16547,,,,0,Thara_Memory,,Thara Memory,
16548,,,,0,Dan_Gaynor,,Dan Gaynor,
1655,2003.0,"Not Not Fun<br>
Sleeping Giant Glossolalia",,70,Lame_Drivers,"Jason, Jeff, Joe",Lame Drivers,http://lamedrivers.bandcamp.com
16550,,,,0,Abre_Ojos,,Abre Ojos,
16551,,,,1,Arco_Enarmonico,,Arco Enarmonico,
16552,,,,0,Flynn_Lywton,,Flynn Lywton,
16553,,,,1,Thomas_Havlik,,Thomas Havlik,
16554,,,,3,Dr_Mindflip,Patrick McGlynn,Dr. Mindflip,http://drmindflip.com
16555,2012.0,http://www.oakenpalace.com,Caudal,0,Caudal,"Aidan Baker - guitar
Felipe Salazar - drums
Gareth Sweeney - bass",Caudal,http://caudal.bandcamp.com
16556,,,,0,The_Mystaken,,The Mystaken,
16558,,,,0,Pink_Stainless_Tail,,Pink Stainless Tail,
1656,,,,0,Paul_Pitman,,Paul Pitman,
16560,,,,0,The_Lords_of_Gravity,,The Lords of Gravity,
16562,,,,0,The_Stabs,,The Stabs,
16564,,,,0,The_Gruntled,,The Gruntled,
16566,,,,0,The_Double_Agents,,The Double Agents,
16567,,,,0,The_Naked_Eye,,The Naked Eye,
16568,,,,0,Shutdown_66,,Shutdown 66,
16569,,,,0,The_Cants,,The Cants,
1657,,,,34,The_Conet_Project,,The Conet Project,
16570,,,,0,Ian_D_Marks_1264,,Ian D Marks,
16571,,,,0,The_Kamikaze_Trio,,The Kamikaze Trio,
16572,,,,0,The_Lucy_Parsons_Experience,,The Lucy Parsons Experience,
16573,,,,0,GeeNerve,,GeeNerve,
16575,,,,0,Personal,,Personal,
16576,2007.0,,,1,Akcja_Zorganizowanej_Przecitnoci,Jan Strach,Akcja Zorganizowanej Przeciętności,http://akcjazorganizowanejprzecietnosci.bandcamp.com
16577,2011.0,,,2,Everywhere_Kingdom,Jan Strach,Everywhere Kingdom,http://everywherekingdom.bandcamp.com
16578,2004.0,,,0,Momolot,"Momo 
Jan Strach",Momolot,http://momolot-poznan.bandcamp.com/
16579,2005.0,,,1,Nhumbhrukh,Jan Strach,Nhumbhrukh,http://nhumbhrukh.bandcamp.com
16580,,,,0,nigul,,nigul,
16581,,,,0,Daniel_Rig,,Daniel Rig,
16582,,,,0,Corey_Kereliuk,,Corey Kereliuk,
16583,,,,0,echosonic,,echosonic,
16584,,,,0,Origami_Mekka,,Origami Mekka,
16585,,,,0,covolux,,covolux,
16586,2012.0,,"P.O. box 10 05 41, 04005 Leipzig, Germany",4,Angstbreaker,,Angstbreaker,http://angstbreaker.org/
16587,,,,0,Heatsick,,Heatsick,http://www.perpendicularrain.blogspot.com/
16588,,,band,3,Windhand,"Asechiah Bogdan: Guitar
Parker Chandler: Bass
Dorthia Cottrell: Vocals
Garrett Morris: Guitar
Ryan Wolfe: Drums",Windhand,http://windhandva.bandcamp.com/
16589,,,,4,Broken_Water,"Kanako Pooknyw (Drummer), Jon Hanna (Guitarist), Abigail Ingram (Bassist)",Broken Water,http://www.brokenwatermusic.com/
16593,,,,3,The_Laurels,"Conor Hannan
Kate Wilson
Piers Cornelius
Luke O'Farrell",The Laurels,http://thelaurels.bandcamp.com/
16594,,,,6,Russ_Huddleston_and_Robert_Smith_Jr,,Russ Huddleston and Robert Smith Jr,
16595,,,,10,Bliss_Blood__Al_Street,"Bliss Blood (vocals and ukulele), Al Street (guitar)",Bliss Blood & Al Street,http://www.blissblood.com/index_ev.html
16596,,,,6,Pat_Thomas,,Pat Thomas,
16597,,,,0,One_Master,"Valder - Guitars, Vocals (2002-present)
Phlegethon - Guitars (2005-present)
Hellebore - Bass (2012-present)
Mahazael - Drums (2012-present)",One Master,http://www.one-master.net/
16606,2013.0,,Joe Merolla,0,Fever_Dream,"Malia Luna
Erica Bruner
Ben McIsaac
Joe Merolla",Fever Dream,https://www.facebook.com/feverdreambrooklyn
16607,,,,9,Trokai,,Trokai,http://kostat.bandcamp.com/
16608,,,,0,Buskerdroid_vs_Microman,,Buskerdroid vs Microman,
16609,,,,1,Youre_Terribly_Late,,You're Terribly Late,http://theghostof313.bandcamp.com/
1661,,,,0,Charles_DAlmaine,,Charles D'Almaine,
16610,,,,47,Stellardrone,,Stellardrone,http://stellardrone.mymusicstream.com/
16611,,,,35,Andrea_Carri,,Andrea Carri,http://www.andreacarri.it/Home.html
16614,,,,2,_Ii__Muhmood,,Виктор Iванiв & Muhmood,
16615,,,,2,Coseyhead,just me,Coseyhead,www.wombnet.com
16616,,,,2,Sugar_Overdose,,Sugar Overdose,
16617,,,,2,Thread_Pulls,"Gavin Duffy (vox. bass guitar. loops. trumpet)
Peter Maybury (drums. synth)",Thread Pulls,http://threadpulls.tumblr.com/
16618,,,,1,Agnosept,,Agnosept,
16619,,,,231,BoxCat_Games,,BoxCat Games,http://box-cat.com/
16620,,,,1,Punky_Donch,,Punky Donch,http://punkydonch.net/
16622,,,,0,Von_Korf,,Von Korf,
16624,,,,0,Singvgel,,Singvøgel,
16625,,,,1,Eric_Eckhart_plus_Salonband,,Eric Eckhart plus Salonband,
16626,,,,0,LXDU,,LXDU,
16627,,,,0,Die_Leere_im_Kern_Deiner_Hoffnung,,Die Leere im Kern Deiner Hoffnung,
16628,,,,0,Sudio,,Sudio,
1663,,,,0,F_J_Bacon,,F. J. Bacon,
16630,,,,3,David_Blair,,David Blair,http://www.davidblairsongs.com/
16631,,,,4,Bonjay,"Alanna Stuart (vocals)
Pho (beats & effects)",Bonjay,http://bonjay.net/
16632,,,,2,Haggard_Beat,"Jamey Lougheed, Ryan Davis, Evan Webb, Daniel Bourassa",Haggard Beat,http://haggardbeat.com/
16633,,,,1,David_Marsden,,David Marsden,http://anotherurl.info/
16635,,,,0,Heartswin,Sar Friedman,Heartswin,https://soundcloud.com/heartswin
16636,,,,6,Infetu,,Infetu,http://infetu.com/
16639,2009.0,,,1,Wolf_Nilson_Trio,,Wolf Nilson Trio,http://www.groovolt.de/seiten/wolf-nilson-und-die-zwei-anderen.php
1664,,,,0,Louisiana_Five,,Louisiana Five,
16640,,,,1,Dr_Freebs,,Dr Freebs,
16641,,,,3,No_Habla_Catalan,"Ricardo Tejero_saxes, clarinet
Ofir Klemperer_keyboard, vocal, computer
Mikael Szafirowski _electric guitar, cavaccinio, vocals
Yedo Gibson Blumenthal_Soprano and Tenor saxophone, Eb clarinet
",No Habla Catalan,http://www.kowald-ort.com/termine-2008/28-11-08.html
16642,,,,0,Klaus_legal,,Klaus legal,
16643,,,,0,Ingvo,Ingvo Clauder,Ingvo,http://ingvo.com/
16644,,,,0,Klabauter,,Klabauter,
16645,,,,0,epilog,,epilog,
16646,,,,2,The_Phreezound_Orchestra,,The Phreezound Orchestra,http://members.shaw.ca/happypuppyrecords/
16648,,,,2,Po,"Tiago Sousa, Pedro Sousa, Travassos",Pão,http://www.tremazul.com/?q=loja/p%C3%A3o
1665,,,,2,John_J_Kimmel,,John J. Kimmel,
16650,,,,1,Felipe_Felizardo,Filipe Felizardo,Filipe Felizardo,https://soundcloud.com/filipe-felizardo
16653,,,,2,kokori,,kokori,
16654,,,,0,Nio_Smbolo,,Niño Símbolo,
16655,,,,0,Failure,A,Failure,http://vk.com/failures
16657,,,,1,Mount_Elephant,,Mount Elephant,
16658,,,,1,Big_Eyes,"Kate Eldridge, Chris Costalupes, Dillan Lazzareschi",Big Eyes,http://bigeyesband.blogspot.com/
16659,,,,1,Chris_Gheran,Chris Gheran,Chris Gheran,http://www.chrisgheran.com/
1666,,,,1,Polk_Miller_and_his_Old_South_Quartet,,Polk Miller and his Old South Quartet,
16660,,,,2,Galleon,,Galleon,http://galleontheband.com/
16661,,,,6,Glockabelle,"Annabelle Cazes (Casios, Vox, Thimble Glock)",Glockabelle,http://www.glockabelle.com/
16662,,,,2,Joseph_Hammer,Joseph Hammer,Joseph Hammer,http://www.josephhammer.com
16663,,,,1,Rag_Lore,,Rag Lore,http://matthewrussellboteilho.com/
16665,,,,0,Hattemachin,,Hattemachin*,
16666,,,,0,RasalAsad,,Rasal.Asad,
16667,,,,0,RasalAsad_vs_Sci_Fi_Industries,,Rasal.Asad vs. Sci Fi Industries,
16668,,,,0,Ras-Al-Ghul,,Ras-Al-Ghul,
